,Customer ID,Age,MonthlyUsage,Payment Method,Tenure in Months,Churn
3770,8718-PTMEZ,46,455,Bank Withdrawal,20,1
3771,2272-WUSPA,48,55,Bank Withdrawal,34,0
3772,4183-WCSEP,46,254,Bank Withdrawal,40,1
3773,4837-QUSFT,35,193,Bank Withdrawal,29,0
3774,2495-INZWQ,44,324,Bank Withdrawal,37,1
3775,2688-BHGOG,73,156,Bank Withdrawal,33,0
3776,9359-JANWS,22,92,Credit Card,33,0
3777,7394-LWLYN,57,114,Bank Withdrawal,23,0
3778,1221-GHZEP,45,126,Credit Card,18,0
3779,2722-VOJQL,30,457,Credit Card,27,1
3780,7435-ZNUYY,24,150,Credit Card,31,0
3781,5696-JVVQY,56,203,Credit Card,23,0
3782,6227-HWPWX,40,270,Bank Withdrawal,36,1
3783,2954-PIBKO,64,334,Credit Card,17,0
3784,5003-XZWWO,32,358,Credit Card,31,0
3785,5378-IKEEG,47,459,Bank Withdrawal,36,1
3786,9633-XQABV,33,370,Bank Withdrawal,28,0
3787,5825-XJOCM,39,57,Bank Withdrawal,34,0
3788,0786-IVLAW,72,203,Bank Withdrawal,34,0
3789,4054-CUMIA,29,89,Credit Card,35,0
3790,6732-VAILE,33,115,Credit Card,28,0
3791,0254-WWRKD,44,342,Credit Card,21,0
3792,2446-PLQVO,32,485,Bank Withdrawal,22,1
3793,7295-JOMMD,34,457,Bank Withdrawal,22,1
3794,8217-QYOHV,27,100,Credit Card,25,0
3795,2523-EWWZL,26,344,Bank Withdrawal,30,0
3796,7253-UVNDW,52,401,Credit Card,30,1
3797,8695-WDYEA,32,115,Credit Card,23,0
3798,3420-ZDBMA,78,374,Credit Card,23,0
3799,7270-BDIOA,60,407,Bank Withdrawal,25,1
3800,4455-BFSPD,35,338,Bank Withdrawal,24,0
3801,0164-APGRB,56,185,Bank Withdrawal,23,0
3802,1482-OXZSY,45,178,Bank Withdrawal,34,0
3803,3486-NPGST,47,261,Credit Card,27,0
3804,0230-WEQUW,38,59,Bank Withdrawal,21,0
3805,2192-CKRLV,57,305,Bank Withdrawal,15,0
3806,2460-NGXBJ,65,395,Credit Card,31,0
3807,1561-BWHIN,33,111,Credit Card,29,0
3808,1976-CFOCS,69,390,Bank Withdrawal,24,1
3809,2162-FRZAA,45,350,Bank Withdrawal,32,0
3810,2719-BDAQO,36,297,Bank Withdrawal,37,1
3811,6898-MDLZW,53,189,Credit Card,29,0
3812,5647-FXOTP,71,366,Bank Withdrawal,35,0
3813,2077-MPJQO,80,291,Bank Withdrawal,19,0
3814,5396-IZEPB,37,332,Credit Card,32,0
3815,9499-XPZXM,45,206,Bank Withdrawal,20,0
3816,6661-EIPZC,38,347,Credit Card,34,0
3817,2599-CIPQE,36,213,Credit Card,23,0
3818,5149-QYTTU,35,304,Credit Card,20,0
3819,3088-LHEFH,28,264,Bank Withdrawal,26,0
3820,8738-JOKAR,55,152,Credit Card,27,0
3821,0219-YTZUE,26,585,Bank Withdrawal,24,1
3822,0377-JBKKT,21,149,Credit Card,22,0
3823,9074-KGVOX,44,133,Credit Card,32,0
3824,3594-BDSOA,44,59,Credit Card,15,0
3825,6121-VZNQB,35,459,Credit Card,33,1
3826,1728-BQDMA,22,175,Bank Withdrawal,17,0
3827,6702-OHFWR,75,323,Bank Withdrawal,21,1
3828,3372-KWFBM,76,438,Bank Withdrawal,29,1
3829,1728-CXQBE,79,279,Bank Withdrawal,20,0
3830,3452-ABWRL,70,284,Credit Card,35,0
3831,1136-XGEQU,53,90,Credit Card,22,0
3832,8434-PNQZX,56,328,Credit Card,25,0
3833,9754-CLVZW,40,248,Credit Card,35,0
3834,3097-NNSPB,42,582,Credit Card,28,1
3835,3486-KHMLI,53,355,Credit Card,19,0
3836,9257-AZMTZ,22,254,Bank Withdrawal,20,0
3837,8717-VCTXJ,32,309,Credit Card,31,0
3838,1925-GMVBW,49,353,Credit Card,18,0
3839,2507-QZPQS,24,157,Bank Withdrawal,21,0
3840,2931-XIQBR,41,130,Credit Card,29,0
3841,2786-GCDPI,75,101,Bank Withdrawal,20,0
3842,2027-OAQQC,64,567,Bank Withdrawal,21,1
3843,7706-DZNKK,63,332,Credit Card,30,0
3844,2418-TPEUN,58,313,Credit Card,34,0
3845,2988-GBIVW,68,370,Bank Withdrawal,17,0
3846,0322-YINQP,37,305,Credit Card,25,1
3847,2573-GYRUU,65,61,Credit Card,16,0
3848,7100-FQPRV,24,370,Credit Card,26,0
3849,7874-ECPQJ,57,284,Bank Withdrawal,19,0
3850,9776-CLUJA,69,473,Bank Withdrawal,25,1
3851,4883-KCPZJ,30,283,Credit Card,27,0
3852,9405-GPBBG,42,372,Credit Card,22,0
3853,9699-UBQFS,76,349,Bank Withdrawal,30,0
3854,0428-IKYCP,56,221,Bank Withdrawal,28,0
3855,4860-YZGZM,27,68,Bank Withdrawal,16,0
3856,2005-DWQZJ,26,356,Credit Card,28,0
3857,6248-BSHKG,42,186,Credit Card,29,0
3858,1984-GPTEH,47,355,Bank Withdrawal,32,0
3859,9626-VFRGG,33,173,Bank Withdrawal,31,0
3860,7924-GJZFI,75,108,Bank Withdrawal,28,0
3861,2521-NPUZR,26,99,Credit Card,23,0
3862,4029-HPFVY,35,293,Credit Card,18,0
3863,6377-WHAOX,48,313,Bank Withdrawal,34,0
3864,3082-VQXNH,62,265,Credit Card,22,0
3865,1689-YQBYY,43,244,Bank Withdrawal,31,0
3866,2055-PDADH,71,295,Bank Withdrawal,20,1
3867,4979-HPRFL,54,345,Bank Withdrawal,18,0
3868,0106-GHRQR,24,351,Bank Withdrawal,18,0
3869,9938-PRCVK,45,63,Bank Withdrawal,17,0
3870,1415-YFWLT,68,298,Bank Withdrawal,31,1
3871,5756-OZRIO,73,382,Bank Withdrawal,34,0
3872,4351-QLCSU,47,251,Credit Card,27,1
3873,8015-IHCGW,53,267,Bank Withdrawal,19,0
3874,4632-PAOYU,37,218,Credit Card,34,0
3875,9680-NIAUV,42,343,Credit Card,33,0
3876,2480-JZOSN,64,86,Credit Card,29,0
3877,6994-ORCWG,33,70,Mailed Check,23,0
3878,5774-XZTQC,30,261,Credit Card,18,0
3879,2122-SZZZD,60,383,Credit Card,35,0
3880,2040-OBMLJ,24,195,Credit Card,34,0
3881,5494-WOZRZ,40,358,Credit Card,15,0
3882,6769-DYBQN,77,376,Bank Withdrawal,33,1
3883,0265-EDXBD,76,392,Bank Withdrawal,30,1
3884,8749-CLJXC,56,336,Credit Card,26,0
3885,7820-ZYGNY,33,354,Credit Card,26,0
3886,4676-MQUEA,80,313,Bank Withdrawal,33,0
3887,1423-BMPBQ,62,301,Credit Card,16,0
3888,9500-LTVBP,63,253,Credit Card,27,0
3889,4576-CSAJH,22,253,Credit Card,34,1
3890,6086-ESGRL,53,589,Credit Card,31,1
3891,2111-DWYHN,31,260,Credit Card,27,0
3892,8952-WCVCD,45,363,Bank Withdrawal,16,0
3893,1028-FFNJK,79,248,Bank Withdrawal,32,0
3894,3757-NJYBX,77,452,Bank Withdrawal,31,1
3895,9975-GPKZU,62,299,Credit Card,31,0
3896,2215-ZAFGX,35,368,Bank Withdrawal,27,0
3897,9780-FKVVF,60,91,Bank Withdrawal,35,0
3898,2302-ANTDP,76,471,Bank Withdrawal,21,1
3899,3211-ILJTT,35,466,Bank Withdrawal,21,1
3900,0013-MHZWF,23,328,Credit Card,27,0
3901,0379-DJQHR,60,191,Credit Card,26,0
3902,2284-VFLKH,23,276,Credit Card,34,0
3903,7821-DPRQE,25,247,Bank Withdrawal,29,0
3904,9993-LHIEB,21,334,Credit Card,28,0
3905,8679-JOEVF,75,459,Bank Withdrawal,22,1
3906,2703-AMTUL,40,230,Credit Card,22,0
3907,1702-CCFNJ,39,318,Bank Withdrawal,35,0
3908,8617-ENBDS,29,348,Credit Card,23,0
3909,6490-FGZAT,33,327,Credit Card,25,0
3910,2519-FAKOD,30,451,Bank Withdrawal,27,1
3911,0187-QSXOE,71,312,Bank Withdrawal,23,0
3912,7644-OMVMY,56,192,Credit Card,27,0
3913,9638-JIQYA,22,260,Credit Card,23,0
3914,5022-JNQEQ,39,203,Bank Withdrawal,22,0
3915,0195-IESCP,26,568,Bank Withdrawal,33,1
3916,3104-OWCGK,21,544,Bank Withdrawal,21,1
3917,9796-MVYXX,75,273,Credit Card,27,0
3918,3911-RSNHI,46,301,Credit Card,21,0
3919,4753-PADAS,23,59,Bank Withdrawal,23,0
3920,1335-NTIUC,61,155,Bank Withdrawal,24,0
3921,7317-GGVPB,57,528,Credit Card,26,1
3922,0327-WFZSY,62,144,Bank Withdrawal,33,0
3923,0301-KOBTQ,50,74,Bank Withdrawal,35,0
3924,0727-BNRLG,41,390,Credit Card,29,0
3925,4825-FUREZ,49,66,Bank Withdrawal,24,0
3926,2649-HWLYB,45,316,Bank Withdrawal,28,0
3927,7176-WRTNX,51,150,Bank Withdrawal,31,0
3928,0048-PIHNL,48,77,Bank Withdrawal,31,0
3929,7693-LCKZL,57,531,Bank Withdrawal,39,1
3930,1760-CAZHT,55,261,Credit Card,27,0
3931,7074-IEVOJ,75,525,Bank Withdrawal,20,1
3932,4893-GYUJU,29,292,Mailed Check,35,0
3933,2685-SREOM,36,593,Bank Withdrawal,35,1
3934,9958-MEKUC,26,211,Credit Card,32,0
3935,2709-UQGNP,38,157,Credit Card,18,0
3936,2675-IJRGJ,62,276,Bank Withdrawal,33,0
3937,3208-YPIOE,64,393,Bank Withdrawal,29,1
3938,5402-HTOTQ,43,168,Bank Withdrawal,25,0
3939,7502-BNYGS,29,299,Credit Card,15,0
3940,9426-SXNHE,23,305,Bank Withdrawal,32,0
3941,3195-TQDZX,19,57,Bank Withdrawal,22,0
3942,6860-YRJZP,66,394,Bank Withdrawal,32,0
3943,3891-PUQOD,40,591,Bank Withdrawal,35,1
3944,3422-LYEPQ,57,307,Bank Withdrawal,38,1
3945,8393-DLHGA,55,548,Bank Withdrawal,33,1
3946,2739-CACDQ,79,375,Credit Card,32,0
3947,1172-VIYBP,54,355,Bank Withdrawal,21,0
3948,5875-YPQFJ,51,471,Bank Withdrawal,32,1
3949,4806-HIPDW,64,385,Bank Withdrawal,21,1
3950,6766-HFKLA,60,302,Bank Withdrawal,35,0
3951,6388-TABGU,48,235,Bank Withdrawal,18,0
3952,0203-HHYIJ,62,548,Bank Withdrawal,37,1
3953,4807-IZYOZ,25,322,Bank Withdrawal,20,0
3954,3487-EARAT,46,302,Credit Card,34,0
3955,4256-ZWTZI,22,334,Credit Card,35,0
3956,6844-DZKRF,61,85,Credit Card,17,0
3957,9214-EKVXR,51,78,Credit Card,33,0
3958,4334-HOWRP,70,321,Credit Card,25,0
3959,7905-NJMXS,68,215,Bank Withdrawal,34,0
3960,0303-UNCIP,35,342,Mailed Check,21,0
3961,2675-DHUTR,80,185,Bank Withdrawal,16,0
3962,5649-ANRML,76,567,Credit Card,37,1
3963,8388-FYNPZ,26,394,Bank Withdrawal,21,0
3964,0979-MOZQI,61,257,Bank Withdrawal,18,0
3965,5951-AOFIH,19,68,Credit Card,15,0
3966,0872-CASZJ,30,89,Credit Card,21,0
3967,5136-KCKGI,22,391,Mailed Check,31,1
3968,9435-JMLSX,39,209,Bank Withdrawal,21,0
3969,2682-KEVRP,65,331,Credit Card,18,0
3970,4075-JFPGR,27,332,Bank Withdrawal,34,0
3971,3896-RCYYE,61,121,Credit Card,15,0
3972,2862-JVEOY,33,59,Credit Card,28,0
3973,8938-UMKPI,42,596,Bank Withdrawal,20,1
3974,4238-JSSWH,70,363,Bank Withdrawal,18,0
3975,6532-YLWSI,25,386,Bank Withdrawal,20,1
3976,4990-ALDGW,37,126,Credit Card,32,0
3977,1448-CYWKC,61,88,Credit Card,24,0
3978,9577-WJVCQ,24,151,Mailed Check,28,0
3979,5423-BHIXO,42,108,Bank Withdrawal,28,0
3980,5377-NDTOU,26,286,Credit Card,30,0
3981,0420-BWTPW,40,597,Mailed Check,38,1
3982,0197-PNKNK,47,132,Bank Withdrawal,31,0
3983,9647-ERGBE,64,404,Bank Withdrawal,20,1
3984,6921-OZMFH,38,268,Credit Card,21,0
3985,1444-VVSGW,51,526,Credit Card,37,1
3986,6174-NRBTZ,44,143,Bank Withdrawal,28,0
3987,6445-TNRXS,61,298,Bank Withdrawal,18,0
3988,6635-MYYYZ,59,478,Bank Withdrawal,37,1
3989,8305-VHZBZ,55,596,Mailed Check,20,1
3990,9814-AOUDH,29,325,Credit Card,35,0
3991,2178-PMGCJ,22,150,Credit Card,17,0
3992,1905-OEILC,42,181,Credit Card,30,0
3993,1850-AKQEP,61,347,Credit Card,24,0
3994,3363-EWLGO,33,254,Credit Card,17,0
3995,4729-XKASR,56,521,Bank Withdrawal,32,1
3996,3957-SQXML,61,250,Credit Card,18,0
3997,4678-DVQEO,41,499,Bank Withdrawal,22,1
3998,9135-HSWOC,28,301,Bank Withdrawal,35,0
3999,5229-DTFYB,64,109,Bank Withdrawal,32,0
4000,2207-NHRJK,58,468,Bank Withdrawal,29,1
4001,8409-WQJUX,37,283,Bank Withdrawal,21,0
4002,9985-MWVIX,53,589,Credit Card,36,1
4003,3629-WEAAM,19,328,Mailed Check,33,0
4004,1619-YWUBB,38,100,Credit Card,23,0
4005,6682-VCIXC,61,178,Bank Withdrawal,21,0
4006,8123-QBNAZ,39,311,Credit Card,26,0
4007,6892-XPFPU,70,520,Bank Withdrawal,22,1
4008,1090-PYKCI,19,365,Credit Card,25,0
4009,7740-BTPUX,72,286,Bank Withdrawal,31,0
4010,8348-HFYIV,21,455,Bank Withdrawal,24,1
4011,3800-LYTRK,52,373,Credit Card,18,0
4012,6615-ZGEDR,42,568,Mailed Check,26,1
4013,8901-HJXTF,46,449,Mailed Check,26,1
4014,7009-LGECI,24,333,Bank Withdrawal,27,0
4015,3566-HJGPK,50,286,Mailed Check,23,0
4016,6646-QVXLR,77,463,Bank Withdrawal,21,1
4017,8042-RNLKO,40,334,Bank Withdrawal,23,0
4018,7520-HQWJU,22,287,Bank Withdrawal,27,0
4019,5170-PTRKA,19,95,Credit Card,29,0
4020,2946-KIQSP,59,175,Credit Card,19,0
4021,9968-FFVVH,20,160,Bank Withdrawal,23,0
4022,2088-IEBAU,63,148,Bank Withdrawal,20,0
4023,8262-COGGB,53,146,Mailed Check,25,0
4024,3865-QBWSJ,76,192,Credit Card,28,0
4025,6818-DJXAA,43,287,Bank Withdrawal,15,0
4026,6685-XSHHU,45,209,Bank Withdrawal,16,0
4027,1752-OZXFY,39,355,Credit Card,26,0
4028,5696-EXCYS,50,302,Credit Card,35,0
4029,8851-RAGOV,25,62,Credit Card,21,0
4030,3115-JPJDD,43,313,Credit Card,29,0
4031,0447-RXSGD,39,382,Bank Withdrawal,32,0
4032,6322-PJJDJ,58,199,Bank Withdrawal,33,0
4033,7993-NQLJE,39,162,Mailed Check,31,0
4034,5562-BETPV,21,62,Mailed Check,21,0
4035,8749-JMNKX,80,314,Bank Withdrawal,35,1
4036,5176-LMJXE,34,53,Credit Card,25,0
4037,0325-XBFAC,44,575,Bank Withdrawal,29,1
4038,4350-ZTLPI,36,289,Bank Withdrawal,29,0
4039,5133-VRSAB,47,370,Credit Card,17,0
4040,1794-SWWKL,22,71,Bank Withdrawal,18,0
4041,1583-IHQZE,60,476,Mailed Check,26,1
4042,4559-UWIHT,37,63,Bank Withdrawal,16,0
4043,4619-EVPHY,65,376,Bank Withdrawal,35,0
4044,3133-PZNSR,25,377,Credit Card,35,0
4045,4774-HHGGS,64,311,Credit Card,21,0
4046,4039-HEUNW,77,576,Bank Withdrawal,40,1
4047,3946-MHCZW,50,573,Credit Card,28,1
4048,4854-SSLTN,49,184,Mailed Check,22,0
4049,6833-JMZYP,54,99,Credit Card,22,0
4050,8100-HZZLJ,26,186,Bank Withdrawal,31,0
4051,3565-UNOCC,65,510,Bank Withdrawal,21,1
4052,2778-OCLGR,75,543,Bank Withdrawal,26,1
4053,9168-INPSZ,75,151,Bank Withdrawal,29,0
4054,7114-AEOZE,53,135,Bank Withdrawal,16,0
4055,1465-LNTLJ,78,186,Credit Card,34,0
4056,8375-KVTHK,43,328,Bank Withdrawal,32,0
4057,0959-WHOKV,28,341,Bank Withdrawal,29,0
4058,3709-OIJEA,51,324,Bank Withdrawal,20,0
4059,6641-XRPSU,61,570,Credit Card,33,1
4060,4903-UYAVB,53,505,Mailed Check,32,1
4061,8840-DQLGN,65,521,Bank Withdrawal,39,1
4062,8532-UEFWH,61,195,Mailed Check,35,0
4063,7817-BOQPW,32,567,Bank Withdrawal,24,1
4064,2380-DAMQP,63,51,Bank Withdrawal,18,0
4065,8263-QMNTJ,46,114,Bank Withdrawal,32,0
4066,3198-VELRD,47,454,Bank Withdrawal,32,1
4067,7781-EWARA,19,211,Bank Withdrawal,21,0
4068,3363-DTIVD,55,314,Bank Withdrawal,24,0
4069,0685-MLYYM,74,275,Bank Withdrawal,35,1
4070,3889-VWBID,52,248,Bank Withdrawal,33,0
4071,9693-XMUOB,65,222,Bank Withdrawal,32,0
4072,8668-KNZTI,42,144,Bank Withdrawal,30,0
4073,5397-NSKQG,39,122,Credit Card,23,0
4074,4818-QIUFN,69,461,Bank Withdrawal,35,1
4075,7550-WIQVA,34,214,Bank Withdrawal,15,0
4076,9894-EZEWG,31,566,Credit Card,29,1
4077,4518-FZBSX,57,96,Credit Card,30,0
4078,9488-HGMJH,78,531,Bank Withdrawal,30,1
4079,8436-BJUMM,62,523,Bank Withdrawal,34,1
4080,6629-CZTTH,62,333,Credit Card,33,1
4081,3938-YFPXD,55,245,Credit Card,26,0
4082,9063-ZGTUY,22,522,Credit Card,22,1
4083,8661-BOYNW,38,199,Credit Card,33,0
4084,4998-IKFSE,27,139,Bank Withdrawal,17,0
4085,5140-FOMCQ,52,263,Credit Card,17,0
4086,1057-FOGLZ,44,385,Credit Card,16,0
4087,3723-BFBGR,74,141,Credit Card,16,0
4088,7159-FVYPK,23,325,Bank Withdrawal,17,0
4089,5419-JKZNQ,65,188,Mailed Check,15,0
4090,9953-ZMKSM,28,76,Mailed Check,34,0
4091,0504-HHAPI,72,493,Credit Card,22,1
4092,1985-MBRYP,44,223,Bank Withdrawal,27,0
4093,2592-SEIFQ,36,372,Bank Withdrawal,26,1
4094,2569-WGERO,30,151,Bank Withdrawal,16,0
4095,4459-BBGHE,61,339,Bank Withdrawal,31,0
4096,8120-JDCAM,42,365,Credit Card,16,0
4097,0491-KAPQG,28,381,Bank Withdrawal,22,0
4098,9079-LWTFD,50,388,Credit Card,26,0
4099,7243-LCGGZ,28,255,Mailed Check,29,0
4100,0219-QAERP,33,244,Credit Card,19,0
4101,0868-VJRDR,61,328,Credit Card,22,0
4102,5837-LXSDN,63,355,Credit Card,29,0
4103,5627-TVBPP,44,338,Credit Card,25,0
4104,8696-JKZNU,78,427,Bank Withdrawal,27,1
4105,5975-BAICR,36,335,Credit Card,22,0
4106,6007-TCTST,57,222,Bank Withdrawal,23,0
4107,8608-OZTLB,59,202,Bank Withdrawal,16,0
4108,3482-ABPKK,19,119,Credit Card,27,0
4109,3653-NCRDJ,39,135,Credit Card,28,0
4110,2176-LVPNX,69,304,Credit Card,17,0
4111,3717-OFRTN,48,299,Bank Withdrawal,32,0
4112,7136-IHZJA,30,162,Credit Card,22,0
4113,8357-EQXFO,46,552,Bank Withdrawal,34,1
4114,2202-CUYXZ,25,584,Bank Withdrawal,25,1
4115,8089-UZWLX,75,228,Bank Withdrawal,32,0
4116,8200-LGKSR,47,124,Bank Withdrawal,29,0
4117,9318-NKNFC,53,393,Mailed Check,38,1
4118,5568-DMXZS,36,134,Bank Withdrawal,19,0
4119,0218-QNVAS,22,51,Bank Withdrawal,31,0
4120,7627-JKIAZ,62,570,Credit Card,25,1
4121,7580-UGXNC,73,598,Credit Card,21,1
4122,0311-QYWSS,63,183,Bank Withdrawal,20,0
4123,9700-ISPUP,59,110,Bank Withdrawal,23,0
4124,3097-IDVPU,51,157,Credit Card,22,0
4125,0870-VEMYL,34,543,Credit Card,37,1
4126,0781-LKXBR,65,475,Bank Withdrawal,40,1
4127,6918-UMQCG,25,349,Bank Withdrawal,24,0
4128,8158-WPEZG,20,137,Bank Withdrawal,17,0
4129,0366-NQSHS,42,108,Credit Card,16,0
4130,0621-TSSMU,29,376,Credit Card,23,0
4131,1157-BQCUW,59,370,Bank Withdrawal,24,1
4132,0336-PIKEI,69,226,Bank Withdrawal,27,0
4133,4536-PLEQY,44,93,Credit Card,31,0
4134,4538-WNTMJ,39,204,Credit Card,25,0
4135,4301-VVZKA,25,207,Bank Withdrawal,22,0
4136,2542-HYGIQ,58,97,Credit Card,26,0
4137,4353-HYOJD,37,380,Credit Card,32,0
4138,5329-KRDTM,73,291,Credit Card,16,0
4139,9093-FPDLG,54,235,Bank Withdrawal,29,0
4140,4194-FJARJ,22,276,Bank Withdrawal,28,0
4141,3522-CDKHF,21,293,Bank Withdrawal,24,0
4142,3933-DQPWX,48,102,Credit Card,15,0
4143,2452-MRMZF,70,133,Credit Card,28,0
4144,0365-GXEZS,55,72,Bank Withdrawal,31,0
4145,3675-EQOZA,40,63,Bank Withdrawal,20,0
4146,7242-EDTYC,48,90,Bank Withdrawal,25,0
4147,3173-NVMPX,51,377,Credit Card,33,0
4148,2789-CZANW,49,158,Bank Withdrawal,31,0
4149,3638-DIMPH,34,329,Bank Withdrawal,35,0
4150,8937-RDTHP,40,481,Credit Card,26,1
4151,1140-UKVZG,64,154,Credit Card,18,0
4152,5304-EFJLP,72,201,Bank Withdrawal,26,0
4153,4891-NLUBA,46,110,Bank Withdrawal,22,0
4154,5286-YHCVC,58,175,Bank Withdrawal,17,0
4155,0897-FEGMU,43,560,Bank Withdrawal,23,1
4156,8189-DUKMV,52,186,Bank Withdrawal,29,0
4157,8445-DNBAE,24,156,Bank Withdrawal,20,0
4158,7576-OYWBN,71,388,Bank Withdrawal,33,1
4159,9334-GWGOW,68,357,Bank Withdrawal,22,0
4160,5655-JSMZM,66,559,Bank Withdrawal,25,1
4161,2796-NNUFI,56,123,Credit Card,33,0
4162,7581-EBBOU,49,230,Credit Card,25,0
4163,2805-AUFQN,42,280,Credit Card,31,0
4164,5268-DSMNQ,65,377,Credit Card,24,0
4165,2737-WFVYW,28,460,Bank Withdrawal,33,1
4166,6368-TZZDT,62,151,Credit Card,33,0
4167,8593-WHYHV,46,492,Bank Withdrawal,34,1
4168,5197-PYEPU,21,145,Credit Card,25,0
4169,6663-JOCQO,55,71,Bank Withdrawal,31,0
4170,2279-AXJJK,27,275,Credit Card,20,0
4171,5313-FPXWG,58,205,Bank Withdrawal,34,0
4172,4013-TLDHQ,59,458,Bank Withdrawal,25,1
4173,4827-USJHP,45,394,Credit Card,31,0
4174,6394-HHHZM,27,285,Credit Card,35,0
4175,9560-BBZXK,61,301,Bank Withdrawal,34,0
4176,7739-LAXOG,51,321,Bank Withdrawal,33,1
4177,8092-NLTGF,25,70,Bank Withdrawal,18,0
4178,1768-ZAIFU,74,526,Bank Withdrawal,24,1
4179,3865-ZFZIB,25,272,Credit Card,25,0
4180,6097-EQISJ,41,409,Credit Card,37,1
4181,6917-FIJHC,60,129,Credit Card,34,0
4182,3569-EDBPQ,44,368,Bank Withdrawal,20,0
4183,1042-HFUCW,37,155,Credit Card,34,0
4184,9465-RWMXL,62,516,Bank Withdrawal,34,1
4185,7921-BEPCI,40,384,Bank Withdrawal,25,0
4186,9170-GYZJC,42,278,Credit Card,36,1
4187,3976-BWUCK,63,437,Credit Card,23,1
4188,3058-HJCUY,36,439,Bank Withdrawal,37,1
4189,8909-BOLNL,40,85,Credit Card,33,0
4190,1866-RZZQS,77,272,Bank Withdrawal,24,1
4191,1573-LGXBA,26,338,Credit Card,34,0
4192,7562-UXTPG,40,278,Credit Card,30,0
4193,6845-RGTYS,29,453,Bank Withdrawal,34,1
4194,8098-TDCBU,55,214,Bank Withdrawal,25,0
4195,2720-WGKHP,65,401,Bank Withdrawal,36,1
4196,0310-SUCIN,50,114,Bank Withdrawal,27,0
4197,0315-LVCRK,54,385,Bank Withdrawal,31,0
4198,8250-ZNGGW,79,275,Credit Card,35,0
4199,2172-EJXVF,65,321,Bank Withdrawal,30,0
4200,0103-CSITQ,20,129,Bank Withdrawal,33,0
4201,0556-FJEGU,26,89,Bank Withdrawal,32,0
4202,9227-YBAXE,23,193,Bank Withdrawal,34,0
4203,4636-JGAAI,28,118,Credit Card,29,0
4204,1093-YSWCA,45,330,Credit Card,27,0
4205,4558-FANTW,30,394,Bank Withdrawal,25,1
4206,1552-CZCLL,31,370,Credit Card,26,0
4207,0263-FJTQO,53,264,Credit Card,15,0
4208,2826-DXLQO,80,380,Bank Withdrawal,28,0
4209,7639-SUPCW,32,255,Credit Card,33,1
4210,2270-CHBFN,46,241,Credit Card,26,0
4211,1248-DYXUB,42,251,Credit Card,25,0
4212,7361-YPXFS,67,392,Bank Withdrawal,17,0
4213,4119-ZYPZY,67,382,Bank Withdrawal,21,0
4214,4797-MIWUM,22,341,Bank Withdrawal,20,0
4215,7554-AKDQF,27,163,Credit Card,21,0
4216,6223-DHJGV,56,346,Credit Card,34,0
4217,4936-YPJNK,56,169,Credit Card,31,0
4218,6847-KJLTS,72,362,Bank Withdrawal,32,0
4219,4811-JBUVU,62,174,Credit Card,19,0
4220,2369-FEVNO,36,358,Credit Card,25,0
4221,4824-GUCBY,77,294,Bank Withdrawal,19,0
4222,0859-YGKFW,56,73,Bank Withdrawal,29,0
4223,0699-NDKJM,45,111,Bank Withdrawal,32,0
4224,7049-GKVZY,45,188,Credit Card,21,0
0,2969-WGHQO,39,105,Bank Withdrawal,17,0
1,1421-HCERK,75,221,Bank Withdrawal,21,0
2,0013-SMEOE,67,359,Bank Withdrawal,25,0
3,6439-LAJXL,47,159,Mailed Check,18,0
4,9621-OUPYD,21,215,Bank Withdrawal,34,0
5,9281-CEDRU,23,288,Bank Withdrawal,21,0
6,0060-FUALY,60,384,Bank Withdrawal,18,0
7,4923-ADWXJ,33,393,Bank Withdrawal,33,0
8,5999-LCXAO,42,360,Credit Card,22,0
9,5685-IIXLY,54,593,Bank Withdrawal,36,1
10,7301-ABVAD,37,55,Bank Withdrawal,18,0
11,4903-CNOZC,25,126,Credit Card,32,0
12,4648-YPBTM,35,71,Bank Withdrawal,19,0
13,3177-LASXD,43,328,Bank Withdrawal,31,1
14,5092-STPKP,45,344,Credit Card,35,0
15,1976-AZZPJ,47,190,Credit Card,22,0
16,7521-AFHAB,45,336,Credit Card,28,0
17,6726-NNFWD,74,113,Credit Card,25,0
18,9087-EYCPR,63,290,Mailed Check,19,0
19,8705-WZCYL,40,147,Bank Withdrawal,22,0
20,0378-TOVMS,20,250,Bank Withdrawal,24,1
21,8012-SOUDQ,65,316,Bank Withdrawal,34,0
22,0356-OBMAC,80,227,Bank Withdrawal,28,0
23,5760-IFJOZ,57,311,Mailed Check,19,0
24,1216-BGTSP,30,138,Credit Card,23,0
25,0824-VWDPO,58,291,Bank Withdrawal,34,0
26,2660-EMUBI,71,398,Bank Withdrawal,32,1
27,5832-XKAES,56,277,Credit Card,26,1
28,8570-KLJYJ,40,147,Credit Card,22,0
29,2485-ITVKB,36,347,Bank Withdrawal,20,1
30,2074-GUHPQ,37,61,Credit Card,31,0
31,8180-AKMJV,27,147,Credit Card,34,0
32,2700-LUEVA,49,150,Credit Card,35,0
33,5876-QMYLD,44,369,Credit Card,15,0
34,7470-MCQTK,42,350,Bank Withdrawal,28,1
35,3144-KMTWZ,40,134,Bank Withdrawal,30,0
36,2718-GAXQD,68,483,Bank Withdrawal,34,1
37,0580-PIQHM,21,359,Bank Withdrawal,27,0
38,2626-URJFX,55,587,Bank Withdrawal,32,1
39,2956-GGUCQ,71,351,Bank Withdrawal,27,1
